cell_type,effect_class,gene,primary_comparison,logfoldchanges,pvals_adj,direction
B_cell,unique_200nm,AKAP5,PSNP_200nm_vs_control,-0.2558538615703583,5.707600435931292e-38,DOWN
B_cell,unique_200nm,AKR1C3,PSNP_200nm_vs_control,-0.38103967905044556,0.0,DOWN
B_cell,unique_200nm,ALOX5,PSNP_200nm_vs_control,-0.6240867972373962,5.695409113325277e-56,DOWN
B_cell,unique_200nm,AMICA1,PSNP_200nm_vs_control,-0.34446099400520325,0.0,DOWN
B_cell,unique_200nm,ANGPT2,PSNP_200nm_vs_control,3.137991428375244,7.499840098479615e-20,UP
B_cell,unique_200nm,ANXA5,PSNP_200nm_vs_control,2.8660478591918945,2.641671984078828e-85,UP
B_cell,unique_200nm,AP000462.2,PSNP_200nm_vs_control,0.32564622163772583,2.8266269605366235e-40,UP
B_cell,unique_200nm,APOA1-AS,PSNP_200nm_vs_control,2.0166220664978027,0.0,UP
B_cell,unique_200nm,ARHGAP6,PSNP_200nm_vs_control,-0.6523380279541016,6.022604294920439e-274,DOWN
B_cell,unique_200nm,ARSJ,PSNP_200nm_vs_control,-0.4473729729652405,3.707180105025961e-56,DOWN
B_cell,unique_200nm,ATP2B1,PSNP_200nm_vs_control,-1.0328115224838257,3.037250162084474e-19,DOWN
B_cell,unique_200nm,B3GALT1,PSNP_200nm_vs_control,-0.39314886927604675,4.183896390104559e-43,DOWN
B_cell,unique_200nm,BACE2,PSNP_200nm_vs_control,-1.1247889995574951,2.2360222610202416e-305,DOWN
B_cell,unique_200nm,BCL2L11,PSNP_200nm_vs_control,0.3581407368183136,6.78607463062607e-07,UP
B_cell,unique_200nm,BICD1,PSNP_200nm_vs_control,-0.402191698551178,4.220557975106304e-23,DOWN
B_cell,unique_200nm,BMPR1A,PSNP_200nm_vs_control,-0.5711409449577332,4.177247519241019e-31,DOWN
B_cell,unique_200nm,BMPR1B,PSNP_200nm_vs_control,-0.4325851798057556,0.0,DOWN
B_cell,unique_200nm,C10orf54,PSNP_200nm_vs_control,-0.974739134311676,0.0,DOWN
B_cell,unique_200nm,C11orf74,PSNP_200nm_vs_control,0.2784188389778137,9.438420314038312e-43,UP
B_cell,unique_200nm,C3,PSNP_200nm_vs_control,0.25801604986190796,0.0,UP
B_cell,unique_200nm,C5orf17,PSNP_200nm_vs_control,0.3490321636199951,0.0,UP
B_cell,unique_200nm,CALD1,PSNP_200nm_vs_control,-0.36522164940834045,0.0,DOWN
B_cell,unique_200nm,CCL7,PSNP_200nm_vs_control,0.3608907461166382,0.0,UP
B_cell,unique_200nm,CD14,PSNP_200nm_vs_control,0.7497500777244568,0.0,UP
B_cell,unique_200nm,CD37,PSNP_200nm_vs_control,-0.3548698425292969,6.667237021506813e-05,DOWN
B_cell,unique_200nm,CD52,PSNP_200nm_vs_control,0.3129309415817261,9.585293044779428e-08,UP
B_cell,unique_200nm,CD7,PSNP_200nm_vs_control,-0.2959134876728058,6.928570714685226e-234,DOWN
B_cell,unique_200nm,CD96,PSNP_200nm_vs_control,-0.27903226017951965,3.6673416788936014e-152,DOWN
B_cell,unique_200nm,CD97,PSNP_200nm_vs_control,-0.5010759234428406,1.3109777528294502e-165,DOWN
B_cell,unique_200nm,CDCP1,PSNP_200nm_vs_control,0.6945424675941467,0.0,UP
B_cell,unique_200nm,CDHR3,PSNP_200nm_vs_control,-0.29217374324798584,0.0,DOWN
B_cell,unique_200nm,CDK17,PSNP_200nm_vs_control,0.43384572863578796,0.009219452236650874,UP
B_cell,unique_200nm,CDK8,PSNP_200nm_vs_control,-0.8558438420295715,4.930488928293448e-48,DOWN
B_cell,unique_200nm,CHN2,PSNP_200nm_vs_control,-0.3904644846916199,8.783991923355544e-43,DOWN
B_cell,unique_200nm,CHST11,PSNP_200nm_vs_control,0.6071487665176392,7.131989864467367e-08,UP
B_cell,unique_200nm,CHST12,PSNP_200nm_vs_control,-0.3778594732284546,3.387710897859583e-261,DOWN
B_cell,unique_200nm,CIITA,PSNP_200nm_vs_control,-0.42744818329811096,2.1081140664987076e-13,DOWN
B_cell,unique_200nm,CLASP1,PSNP_200nm_vs_control,-0.3419017493724823,4.8072148855066864e-27,DOWN
B_cell,unique_200nm,CLEC12A,PSNP_200nm_vs_control,-0.3865794241428375,1.8146824410839295e-42,DOWN
B_cell,unique_200nm,CLECL1,PSNP_200nm_vs_control,-0.305049329996109,3.61865526250806e-64,DOWN
B_cell,unique_200nm,CLIC5,PSNP_200nm_vs_control,-0.5273572206497192,0.0,DOWN
B_cell,unique_200nm,CNTNAP4,PSNP_200nm_vs_control,-0.7661747336387634,1.1887623803318774e-40,DOWN
B_cell,unique_200nm,COBLL1,PSNP_200nm_vs_control,-0.5262341499328613,3.52430937507128e-08,DOWN
B_cell,unique_200nm,COLEC12,PSNP_200nm_vs_control,-0.3982641100883484,7.812113824467617e-35,DOWN
B_cell,unique_200nm,COLGALT2,PSNP_200nm_vs_control,-0.3013867735862732,0.0,DOWN
B_cell,unique_200nm,CORO2A,PSNP_200nm_vs_control,-0.4105202257633209,0.0,DOWN
B_cell,unique_200nm,CRY1,PSNP_200nm_vs_control,-0.26703280210494995,4.404387151816234e-158,DOWN
B_cell,unique_200nm,CSRNP2,PSNP_200nm_vs_control,2.179577112197876,1.657603780345904e-283,UP
B_cell,unique_200nm,CST7,PSNP_200nm_vs_control,-0.2627950608730316,1.422622997168825e-279,DOWN
B_cell,unique_200nm,CTB-161M19.4,PSNP_200nm_vs_control,1.7352843284606934,0.0,UP
B_cell,unique_200nm,CTB-61M7.2,PSNP_200nm_vs_control,0.4788852334022522,0.0,UP
B_cell,unique_200nm,CTD-2231H16.1,PSNP_200nm_vs_control,0.5599509477615356,0.0,UP
B_cell,unique_200nm,CTD-2256P15.1,PSNP_200nm_vs_control,1.9881330728530884,0.0,UP
B_cell,unique_200nm,CTD-2277K2.1,PSNP_200nm_vs_control,-1.4778141975402832,0.0,DOWN
B_cell,unique_200nm,CTD-2377D24.8,PSNP_200nm_vs_control,-0.614568293094635,1.4994930393743183e-42,DOWN
B_cell,unique_200nm,CTD-2384B11.2,PSNP_200nm_vs_control,-0.3201856017112732,0.0,DOWN
B_cell,unique_200nm,CTSH,PSNP_200nm_vs_control,0.32774677872657776,6.351415800271298e-16,UP
B_cell,unique_200nm,CTSL,PSNP_200nm_vs_control,0.30392760038375854,6.955271903937131e-277,UP
B_cell,unique_200nm,CTSW,PSNP_200nm_vs_control,-0.34476765990257263,0.0,DOWN
B_cell,unique_200nm,CXCL1,PSNP_200nm_vs_control,0.6396516561508179,3.638946232597162e-180,UP
B_cell,unique_200nm,CXCL2,PSNP_200nm_vs_control,0.35158371925354004,2.2431077250336027e-266,UP
B_cell,unique_200nm,CXCR3,PSNP_200nm_vs_control,-0.32001298666000366,1.5566324504087268e-282,DOWN
B_cell,unique_200nm,CYSLTR1,PSNP_200nm_vs_control,5.4578728675842285,1.4901476620654083e-253,UP
B_cell,unique_200nm,DDX25,PSNP_200nm_vs_control,7.382216930389404,2.1052079257537146e-41,UP
B_cell,unique_200nm,DENND2C,PSNP_200nm_vs_control,-0.426774263381958,0.0,DOWN
B_cell,unique_200nm,DFNB31,PSNP_200nm_vs_control,1.824925184249878,1.1192832492038902e-41,UP
B_cell,unique_200nm,DGAT2L6,PSNP_200nm_vs_control,1.8572734594345093,0.0,UP
B_cell,unique_200nm,DGKI,PSNP_200nm_vs_control,0.44539517164230347,0.0,UP
B_cell,unique_200nm,DIAPH2,PSNP_200nm_vs_control,-0.40022000670433044,1.0566636427613773e-15,DOWN
B_cell,unique_200nm,DMD,PSNP_200nm_vs_control,-0.7290144562721252,9.093506263756531e-68,DOWN
B_cell,unique_200nm,DOCK3,PSNP_200nm_vs_control,-0.5210067629814148,0.0,DOWN
B_cell,unique_200nm,DTNB,PSNP_200nm_vs_control,-0.35865503549575806,4.42444674779398e-125,DOWN
B_cell,unique_200nm,DUSP6,PSNP_200nm_vs_control,0.4408455789089203,0.0,UP
B_cell,unique_200nm,DYNC2H1,PSNP_200nm_vs_control,-0.6385521292686462,0.0,DOWN
B_cell,unique_200nm,EBF1,PSNP_200nm_vs_control,-1.1475741863250732,4.60007643508469e-34,DOWN
B_cell,unique_200nm,ECEL1,PSNP_200nm_vs_control,5.828220367431641,2.1015315229860493e-41,UP
B_cell,unique_200nm,EDN1,PSNP_200nm_vs_control,0.5592045783996582,0.0,UP
B_cell,unique_200nm,EFHD2,PSNP_200nm_vs_control,-0.42125314474105835,7.582873602045604e-23,DOWN
B_cell,unique_200nm,ELP4,PSNP_200nm_vs_control,-3.536123514175415,9.259068846179451e-61,DOWN
B_cell,unique_200nm,EMP3,PSNP_200nm_vs_control,0.6041306257247925,6.874803909086807e-05,UP
B_cell,unique_200nm,EPHX4,PSNP_200nm_vs_control,-0.3250005841255188,0.0,DOWN
B_cell,unique_200nm,EXT1,PSNP_200nm_vs_control,1.371651291847229,4.740169435589393e-173,UP
B_cell,unique_200nm,FAM101B,PSNP_200nm_vs_control,-0.43702635169029236,0.0,DOWN
B_cell,unique_200nm,FAM102B,PSNP_200nm_vs_control,-0.6156945824623108,9.909719194522213e-39,DOWN
B_cell,unique_200nm,FAM117B,PSNP_200nm_vs_control,0.48911505937576294,1.1027506416477722e-36,UP
B_cell,unique_200nm,FAM134B,PSNP_200nm_vs_control,-0.335028737783432,1.8785280630959694e-224,DOWN
B_cell,unique_200nm,FAM160A1,PSNP_200nm_vs_control,-0.34643158316612244,0.0,DOWN
B_cell,unique_200nm,FAM69A,PSNP_200nm_vs_control,3.0922670364379883,5.886177009549974e-22,UP
B_cell,unique_200nm,FAT4,PSNP_200nm_vs_control,-0.37873736023902893,0.0,DOWN
B_cell,unique_200nm,FBXO27,PSNP_200nm_vs_control,1.7268047332763672,0.0,UP
B_cell,unique_200nm,FCRL6,PSNP_200nm_vs_control,-0.4374517798423767,0.0,DOWN
B_cell,unique_200nm,FEZ1,PSNP_200nm_vs_control,-0.41896989941596985,1.390238205853035e-53,DOWN
B_cell,unique_200nm,FGFBP2,PSNP_200nm_vs_control,-0.2583651542663574,0.0,DOWN
B_cell,unique_200nm,FILIP1L,PSNP_200nm_vs_control,-1.0473835468292236,6.108950686632351e-119,DOWN
B_cell,unique_200nm,FOCAD,PSNP_200nm_vs_control,-0.3204377293586731,1.469374331337053e-247,DOWN
B_cell,unique_200nm,FOXP3,PSNP_200nm_vs_control,-0.34753933548927307,0.0,DOWN
B_cell,unique_200nm,GEN1,PSNP_200nm_vs_control,-0.533528745174408,1.7209741974875322e-33,DOWN
B_cell,unique_200nm,GJB2,PSNP_200nm_vs_control,0.5791622400283813,0.0,UP
B_cell,unique_200nm,GK5,PSNP_200nm_vs_control,-0.29777097702026367,0.0,DOWN
B_cell,unique_200nm,GNAO1,PSNP_200nm_vs_control,-0.3147255778312683,0.0,DOWN
B_cell,unique_200nm,GNG2,PSNP_200nm_vs_control,-0.3385394513607025,9.895113805015598e-149,DOWN
B_cell,unique_200nm,GNG7,PSNP_200nm_vs_control,-0.2660018801689148,0.00034277961837138565,DOWN
B_cell,unique_200nm,GPC5,PSNP_200nm_vs_control,-1.2387940883636475,0.0,DOWN
B_cell,unique_200nm,GPM6A,PSNP_200nm_vs_control,-1.207062840461731,3.267613886910567e-248,DOWN
B_cell,unique_200nm,GPR160,PSNP_200nm_vs_control,-0.2503528892993927,4.10191679352065e-150,DOWN
B_cell,unique_200nm,GPSM1,PSNP_200nm_vs_control,-1.0053958892822266,9.354985856220915e-57,DOWN
B_cell,unique_200nm,GRAP2,PSNP_200nm_vs_control,-0.3214688301086426,2.6629155520295537e-181,DOWN
B_cell,unique_200nm,GRIN2B,PSNP_200nm_vs_control,2.89625883102417,2.2420920215692326e-34,UP
B_cell,unique_200nm,HLA-DMA,PSNP_200nm_vs_control,0.28246790170669556,2.9484220882813e-11,UP
B_cell,unique_200nm,HLCS,PSNP_200nm_vs_control,-0.34164801239967346,8.648168247228865e-208,DOWN
B_cell,unique_200nm,HMGN5,PSNP_200nm_vs_control,2.5967655181884766,0.0,UP
B_cell,unique_200nm,HRK,PSNP_200nm_vs_control,-0.31274136900901794,1.9856141823708608e-286,DOWN
B_cell,unique_200nm,HS2ST1,PSNP_200nm_vs_control,-0.5856994986534119,2.5558047305043054e-31,DOWN
B_cell,unique_200nm,IDO1,PSNP_200nm_vs_control,0.7564778327941895,0.0,UP
B_cell,unique_200nm,IFNG,PSNP_200nm_vs_control,-0.5630137920379639,1.4820660514912595e-56,DOWN
B_cell,unique_200nm,IFNLR1,PSNP_200nm_vs_control,-0.29414254426956177,2.123873114222252e-80,DOWN
B_cell,unique_200nm,IGFN1,PSNP_200nm_vs_control,0.3837227523326874,0.0,UP
B_cell,unique_200nm,IL18R1,PSNP_200nm_vs_control,-0.3629910349845886,1.761931206157312e-47,DOWN
B_cell,unique_200nm,IL1RL1,PSNP_200nm_vs_control,-0.46388110518455505,6.690012468339162e-35,DOWN
B_cell,unique_200nm,IL23R,PSNP_200nm_vs_control,-0.5802008509635925,0.0,DOWN
B_cell,unique_200nm,INPP5D,PSNP_200nm_vs_control,0.3469782769680023,2.5608942003120174e-05,UP
B_cell,unique_200nm,IQCH,PSNP_200nm_vs_control,2.004434585571289,0.0,UP
B_cell,unique_200nm,ISM1,PSNP_200nm_vs_control,-0.5738446116447449,2.3516302644947954e-56,DOWN
B_cell,unique_200nm,ITFG1,PSNP_200nm_vs_control,2.713331460952759,2.27177565703148e-07,UP
B_cell,unique_200nm,ITGB1,PSNP_200nm_vs_control,-0.3070766031742096,3.3085007621412554e-14,DOWN
B_cell,unique_200nm,KIAA1199,PSNP_200nm_vs_control,2.375617742538452,0.0,UP
B_cell,unique_200nm,KIR3DL2,PSNP_200nm_vs_control,-0.25160151720046997,0.0,DOWN
B_cell,unique_200nm,KLF2,PSNP_200nm_vs_control,1.7113591432571411,5.654401427511616e-17,UP
B_cell,unique_200nm,KLHL15,PSNP_200nm_vs_control,3.391693115234375,1.6965989958894587e-298,UP
B_cell,unique_200nm,KLRG1,PSNP_200nm_vs_control,-0.6888974905014038,3.98669908025371e-309,DOWN
B_cell,unique_200nm,KRT86,PSNP_200nm_vs_control,0.2790435254573822,4.5568258472066314e-42,UP
B_cell,unique_200nm,L3MBTL4,PSNP_200nm_vs_control,-0.2547125220298767,5.3534319574634765e-15,DOWN
B_cell,unique_200nm,LDLRAD4,PSNP_200nm_vs_control,-1.0701912641525269,6.43059991075226e-15,DOWN
B_cell,unique_200nm,LGALS3,PSNP_200nm_vs_control,-0.6620200872421265,1.0639157063070392e-125,DOWN
B_cell,unique_200nm,LILRB1,PSNP_200nm_vs_control,-0.5259841084480286,7.947625018171419e-32,DOWN
B_cell,unique_200nm,LIM2,PSNP_200nm_vs_control,-0.2787768542766571,0.0,DOWN
B_cell,unique_200nm,LINC00662,PSNP_200nm_vs_control,0.6788181662559509,7.31184904000654e-162,UP
B_cell,unique_200nm,LIPC,PSNP_200nm_vs_control,-0.2517598867416382,2.362805939253443e-54,DOWN
B_cell,unique_200nm,LONRF3,PSNP_200nm_vs_control,2.7296254634857178,2.1776316493302503e-35,UP
B_cell,unique_200nm,LRRC63,PSNP_200nm_vs_control,-1.0197678804397583,0.0,DOWN
B_cell,unique_200nm,LRRN3,PSNP_200nm_vs_control,-0.3052559792995453,8.627174596362969e-284,DOWN
B_cell,unique_200nm,MAGED1,PSNP_200nm_vs_control,-1.0734598636627197,4.1524935468072154e-77,DOWN
B_cell,unique_200nm,MAP3K1,PSNP_200nm_vs_control,-0.8740255832672119,0.008399628105654339,DOWN
B_cell,unique_200nm,MAPK8,PSNP_200nm_vs_control,0.5391356945037842,1.1328054574161834e-11,UP
B_cell,unique_200nm,MARCKS,PSNP_200nm_vs_control,-1.8658884763717651,7.551078892205865e-99,DOWN
B_cell,unique_200nm,MARK1,PSNP_200nm_vs_control,0.3861364424228668,4.277166874299059e-51,UP
B_cell,unique_200nm,MATK,PSNP_200nm_vs_control,-0.3203830420970917,0.0,DOWN
B_cell,unique_200nm,ME1,PSNP_200nm_vs_control,-0.3082166016101837,0.0,DOWN
B_cell,unique_200nm,METTL24,PSNP_200nm_vs_control,-0.7463212609291077,0.0,DOWN
B_cell,unique_200nm,MFHAS1,PSNP_200nm_vs_control,-1.7418004274368286,9.208571611693672e-58,DOWN
B_cell,unique_200nm,MLTK,PSNP_200nm_vs_control,-1.1145249605178833,4.843739252808637e-172,DOWN
B_cell,unique_200nm,MPZL3,PSNP_200nm_vs_control,-0.5339813232421875,5.595694891200599e-208,DOWN
B_cell,unique_200nm,MRPL1,PSNP_200nm_vs_control,1.6820050477981567,1.2730738520612896e-68,UP
B_cell,unique_200nm,MXD4,PSNP_200nm_vs_control,-0.609240710735321,1.3720957877793867e-119,DOWN
B_cell,unique_200nm,MYO16,PSNP_200nm_vs_control,-0.8741700053215027,0.0,DOWN
B_cell,unique_200nm,MYO1E,PSNP_200nm_vs_control,-0.29001349210739136,0.03863535015060792,DOWN
B_cell,unique_200nm,MYOF,PSNP_200nm_vs_control,0.7765875458717346,0.0,UP
B_cell,unique_200nm,NAV2,PSNP_200nm_vs_control,-0.32667669653892517,3.710353316572301e-55,DOWN
B_cell,unique_200nm,NBEAL2,PSNP_200nm_vs_control,-0.31123119592666626,3.9725908585118203e-286,DOWN
B_cell,unique_200nm,NCOA3,PSNP_200nm_vs_control,-0.5885829329490662,1.4199987258842814e-16,DOWN
B_cell,unique_200nm,NETO1,PSNP_200nm_vs_control,-0.4326179027557373,1.940004168080939e-211,DOWN
B_cell,unique_200nm,NFKBIZ,PSNP_200nm_vs_control,2.5860435962677,4.0943904422315486e-11,UP
B_cell,unique_200nm,NHSL1,PSNP_200nm_vs_control,0.8794749975204468,3.123929541629167e-32,UP
B_cell,unique_200nm,NIFK-AS1,PSNP_200nm_vs_control,-0.4098482131958008,3.2088353037758836e-32,DOWN
B_cell,unique_200nm,NME7,PSNP_200nm_vs_control,-0.9613627791404724,4.511902086511936e-200,DOWN
B_cell,unique_200nm,NRP1,PSNP_200nm_vs_control,0.3242751359939575,0.0,UP
B_cell,unique_200nm,NSMCE2,PSNP_200nm_vs_control,0.4289213716983795,2.4325903141814102e-12,UP
B_cell,unique_200nm,OSBPL10,PSNP_200nm_vs_control,-0.25246965885162354,4.4222409722538485e-13,DOWN
B_cell,unique_200nm,OSBPL7,PSNP_200nm_vs_control,-0.43564602732658386,5.28307502404148e-309,DOWN
B_cell,unique_200nm,OTUD7A,PSNP_200nm_vs_control,0.3624390959739685,0.0,UP
B_cell,unique_200nm,OTUD7B,PSNP_200nm_vs_control,-0.6024265289306641,3.6290281717089e-272,DOWN
B_cell,unique_200nm,PAM,PSNP_200nm_vs_control,10.418291091918945,3.32234090348828e-114,UP
B_cell,unique_200nm,PAQR5,PSNP_200nm_vs_control,-0.461073637008667,1.4994930393743183e-42,DOWN
B_cell,unique_200nm,PARK2,PSNP_200nm_vs_control,-0.7680506110191345,1.1527382477483649e-241,DOWN
B_cell,unique_200nm,PBX3,PSNP_200nm_vs_control,-0.9097987413406372,0.0016444696476247448,DOWN
B_cell,unique_200nm,PCCA,PSNP_200nm_vs_control,2.354384183883667,3.907409958109159e-124,UP
B_cell,unique_200nm,PCED1A,PSNP_200nm_vs_control,2.3210887908935547,0.0,UP
B_cell,unique_200nm,PCNXL2,PSNP_200nm_vs_control,-0.33626675605773926,9.685242897050505e-130,DOWN
B_cell,unique_200nm,PDE6H,PSNP_200nm_vs_control,0.3940042555332184,0.0,UP
B_cell,unique_200nm,PDE7B,PSNP_200nm_vs_control,3.1996333599090576,1.2317750681503434e-269,UP
B_cell,unique_200nm,PEAK1,PSNP_200nm_vs_control,-0.7692465782165527,9.409132793257945e-35,DOWN
B_cell,unique_200nm,PGLYRP1,PSNP_200nm_vs_control,-0.34497642517089844,0.0,DOWN
B_cell,unique_200nm,PHLDB2,PSNP_200nm_vs_control,-1.3419859409332275,1.1708032149953031e-51,DOWN
B_cell,unique_200nm,PKIG,PSNP_200nm_vs_control,-0.42448970675468445,1.2773857593789909e-36,DOWN
B_cell,unique_200nm,PLAC1,PSNP_200nm_vs_control,0.5605238676071167,0.0,UP
B_cell,unique_200nm,PLAUR,PSNP_200nm_vs_control,0.47404900193214417,0.0,UP
B_cell,unique_200nm,PLCXD2,PSNP_200nm_vs_control,-0.3862801492214203,5.71991376410642e-306,DOWN
B_cell,unique_200nm,PLEKHH2,PSNP_200nm_vs_control,-0.25494304299354553,2.8190488852064935e-35,DOWN
B_cell,unique_200nm,POU2F1,PSNP_200nm_vs_control,-1.6719131469726562,0.0005586854187779017,DOWN
B_cell,unique_200nm,PPP3CA,PSNP_200nm_vs_control,-0.31651219725608826,0.01697510667682519,DOWN
B_cell,unique_200nm,PROK2,PSNP_200nm_vs_control,-0.3566666543483734,0.0,DOWN
B_cell,unique_200nm,PSMA1,PSNP_200nm_vs_control,-0.8039059638977051,1.6965771989735476e-34,DOWN
B_cell,unique_200nm,PTGDR,PSNP_200nm_vs_control,-0.29540976881980896,1.288951483661212e-52,DOWN
B_cell,unique_200nm,PTGS2,PSNP_200nm_vs_control,0.6964059472084045,0.0,UP
B_cell,unique_200nm,PTPN22,PSNP_200nm_vs_control,-0.5202258229255676,1.8665538694030134e-166,DOWN
B_cell,unique_200nm,RAB27A,PSNP_200nm_vs_control,-0.7136362791061401,4.951120133711019e-28,DOWN
B_cell,unique_200nm,RABGAP1L,PSNP_200nm_vs_control,-2.048449754714966,2.9201254934868433e-05,DOWN
B_cell,unique_200nm,RADIL,PSNP_200nm_vs_control,0.5090771913528442,5.0463084686606415e-42,UP
B_cell,unique_200nm,RDM1,PSNP_200nm_vs_control,-0.41050782799720764,0.0,DOWN
B_cell,unique_200nm,RGMA,PSNP_200nm_vs_control,-0.3304644823074341,0.0,DOWN
B_cell,unique_200nm,RGS1,PSNP_200nm_vs_control,-0.4311908185482025,6.267038272006304e-31,DOWN
B_cell,unique_200nm,RGS3,PSNP_200nm_vs_control,-0.43417567014694214,0.0,DOWN
B_cell,unique_200nm,RHBDD1,PSNP_200nm_vs_control,-0.3307965397834778,2.759341327876952e-48,DOWN
B_cell,unique_200nm,RIC8B,PSNP_200nm_vs_control,-0.3142704367637634,3.066465422530718e-42,DOWN
B_cell,unique_200nm,RIN2,PSNP_200nm_vs_control,0.695786714553833,0.0,UP
B_cell,unique_200nm,RN7SL1,PSNP_200nm_vs_control,-0.29154056310653687,3.4448444417262744e-11,DOWN
B_cell,unique_200nm,RNF125,PSNP_200nm_vs_control,-0.2639849781990051,2.0084163555068563e-167,DOWN
B_cell,unique_200nm,RNF182,PSNP_200nm_vs_control,1.0844008922576904,0.0,UP
B_cell,unique_200nm,ROCK2,PSNP_200nm_vs_control,-1.5710492134094238,7.540867157056709e-114,DOWN
B_cell,unique_200nm,RP11-103J8.1,PSNP_200nm_vs_control,0.41247186064720154,0.0,UP
B_cell,unique_200nm,RP11-104L21.3,PSNP_200nm_vs_control,-0.9501386880874634,4.984485847237306e-56,DOWN
B_cell,unique_200nm,RP11-175E9.1,PSNP_200nm_vs_control,0.41781485080718994,0.0,UP
B_cell,unique_200nm,RP11-21J7.1,PSNP_200nm_vs_control,-0.2678751051425934,3.943956978499e-55,DOWN
B_cell,unique_200nm,RP11-239H6.2,PSNP_200nm_vs_control,-0.4074322581291199,3.226006173054732e-52,DOWN
B_cell,unique_200nm,RP11-25L3.3,PSNP_200nm_vs_control,-0.5870615839958191,0.0,DOWN
B_cell,unique_200nm,RP11-342D14.1,PSNP_200nm_vs_control,-2.2784979343414307,0.0,DOWN
B_cell,unique_200nm,RP11-356I2.4,PSNP_200nm_vs_control,-0.5362902879714966,7.451828208357012e-257,DOWN
B_cell,unique_200nm,RP11-357H14.17,PSNP_200nm_vs_control,-0.5526908040046692,2.646925632474894e-54,DOWN
B_cell,unique_200nm,RP11-400N13.3,PSNP_200nm_vs_control,0.3371402621269226,0.0,UP
B_cell,unique_200nm,RP11-405A12.2,PSNP_200nm_vs_control,1.9068189859390259,0.0,UP
B_cell,unique_200nm,RP11-407N17.5,PSNP_200nm_vs_control,0.4463641047477722,0.0,UP
B_cell,unique_200nm,RP11-438N16.1,PSNP_200nm_vs_control,3.2659497261047363,0.0,UP
B_cell,unique_200nm,RP11-44I10.3,PSNP_200nm_vs_control,0.2993185222148895,7.763630736218894e-309,UP
B_cell,unique_200nm,RP11-462L8.1,PSNP_200nm_vs_control,-0.4158419966697693,0.0,DOWN
B_cell,unique_200nm,RP11-463D19.1,PSNP_200nm_vs_control,-1.3338713645935059,1.5780150090081964e-266,DOWN
B_cell,unique_200nm,RP11-467D6.1,PSNP_200nm_vs_control,-1.70743727684021,4.1183959158505316e-41,DOWN
B_cell,unique_200nm,RP11-485G4.2,PSNP_200nm_vs_control,-0.5220820903778076,0.0,DOWN
B_cell,unique_200nm,RP11-525K10.3,PSNP_200nm_vs_control,-1.1784969568252563,0.0,DOWN
B_cell,unique_200nm,RP11-539G18.2,PSNP_200nm_vs_control,-2.887578010559082,5.894291924364297e-35,DOWN
B_cell,unique_200nm,RP11-557H15.3,PSNP_200nm_vs_control,-0.41770562529563904,7.804425651755998e-43,DOWN
B_cell,unique_200nm,RP11-572M11.4,PSNP_200nm_vs_control,-0.41848888993263245,3.8872081861982196e-204,DOWN
B_cell,unique_200nm,RP11-58E21.4,PSNP_200nm_vs_control,-1.26638662815094,0.0,DOWN
B_cell,unique_200nm,RP11-60I3.4,PSNP_200nm_vs_control,0.9091846346855164,4.810304328918226e-56,UP
B_cell,unique_200nm,RP11-701P16.5,PSNP_200nm_vs_control,0.4327196180820465,0.0,UP
B_cell,unique_200nm,RP11-752D24.3,PSNP_200nm_vs_control,0.3591586947441101,0.0,UP
B_cell,unique_200nm,RP11-856F16.2,PSNP_200nm_vs_control,-0.2734975814819336,2.2119101635177443e-55,DOWN
B_cell,unique_200nm,RP11-955H22.1,PSNP_200nm_vs_control,0.5894650816917419,0.0,UP
B_cell,unique_200nm,RP5-1027G4.3,PSNP_200nm_vs_control,0.6477863192558289,0.0,UP
B_cell,unique_200nm,RSG1,PSNP_200nm_vs_control,1.1570245027542114,0.0,UP
B_cell,unique_200nm,RUNX1,PSNP_200nm_vs_control,0.941684901714325,0.0008047034259082498,UP
B_cell,unique_200nm,SCAI,PSNP_200nm_vs_control,-1.0145373344421387,4.7530753805277556e-195,DOWN
B_cell,unique_200nm,SEL1L3,PSNP_200nm_vs_control,-0.47690585255622864,0.018192508929694803,DOWN
B_cell,unique_200nm,SERPINB2,PSNP_200nm_vs_control,0.5700829029083252,8.070299092838094e-124,UP
B_cell,unique_200nm,SGMS1,PSNP_200nm_vs_control,1.1111924648284912,4.974148961133274e-06,UP
B_cell,unique_200nm,SGPP1,PSNP_200nm_vs_control,-0.873505711555481,3.6393750151428146e-05,DOWN
B_cell,unique_200nm,SIPA1L1,PSNP_200nm_vs_control,-0.44278183579444885,4.828086202927715e-07,DOWN
B_cell,unique_200nm,SLA,PSNP_200nm_vs_control,-0.3037538230419159,1.6813441849051467e-163,DOWN
B_cell,unique_200nm,SLC13A5,PSNP_200nm_vs_control,0.6634784936904907,2.18254756365875e-42,UP
B_cell,unique_200nm,SLC1A1,PSNP_200nm_vs_control,-0.5671918392181396,0.0,DOWN
