cell_type,effect_class,gene,primary_comparison,logfoldchanges,pvals_adj,direction
other,shared_all_three,CCR3,PSNP_mix_40_200_vs_control,4.850801467895508,2.494642153331383e-06,UP
other,shared_all_three,CCR6,PSNP_mix_40_200_vs_control,1.0109913349151611,4.274592452352847e-11,UP
other,shared_all_three,CD300LF,PSNP_mix_40_200_vs_control,-0.32235783338546753,7.761067441608207e-28,DOWN
other,shared_all_three,CD40,PSNP_mix_40_200_vs_control,-4.640262126922607,7.998318024863394e-09,DOWN
other,shared_all_three,CD68,PSNP_mix_40_200_vs_control,-0.9325805902481079,0.01985664053586112,DOWN
other,shared_all_three,CD69,PSNP_mix_40_200_vs_control,-0.7436093688011169,4.428375122973097e-05,DOWN
other,shared_all_three,CD70,PSNP_mix_40_200_vs_control,-2.8177719116210938,1.1147996084847062e-23,DOWN
other,shared_all_three,CD79B,PSNP_mix_40_200_vs_control,0.8531215786933899,8.182384069808836e-25,UP
other,shared_all_three,CD86,PSNP_mix_40_200_vs_control,-2.7562108039855957,7.291005993963173e-11,DOWN
other,shared_all_three,CDH13,PSNP_mix_40_200_vs_control,0.32261794805526733,4.904604957348216e-30,UP
other,shared_all_three,CEBPD,PSNP_mix_40_200_vs_control,-1.5282543897628784,1.5163500550395362e-07,DOWN
other,shared_all_three,CEP112,PSNP_mix_40_200_vs_control,2.1114416122436523,9.58772932935749e-11,UP
other,shared_all_three,CHST11,PSNP_mix_40_200_vs_control,2.6881086826324463,3.4697670880513665e-09,UP
other,shared_all_three,CIITA,PSNP_mix_40_200_vs_control,-2.33068585395813,1.2138591874263584e-07,DOWN
other,shared_all_three,CKB,PSNP_mix_40_200_vs_control,-2.7360241413116455,0.035665639336891805,DOWN
other,shared_all_three,CLC,PSNP_mix_40_200_vs_control,2.7104032039642334,3.0513487616647134e-14,UP
other,shared_all_three,CLEC17A,PSNP_mix_40_200_vs_control,-0.8223069906234741,6.5271923824650064e-09,DOWN
other,shared_all_three,CNR2,PSNP_mix_40_200_vs_control,5.259535789489746,5.455177991543024e-06,UP
other,shared_all_three,CSF2RB,PSNP_mix_40_200_vs_control,5.282672882080078,4.5483414201351156e-09,UP
other,shared_all_three,CTSZ,PSNP_mix_40_200_vs_control,-3.55609130859375,5.449553025611778e-17,DOWN
other,shared_all_three,CXXC5,PSNP_mix_40_200_vs_control,-2.9496676921844482,8.737614289704347e-15,DOWN
other,shared_all_three,CYP7B1,PSNP_mix_40_200_vs_control,-0.7870714664459229,8.182384069808836e-25,DOWN
other,shared_all_three,DACH1,PSNP_mix_40_200_vs_control,3.4711101055145264,0.00035952640285435837,UP
other,shared_all_three,DOCK4,PSNP_mix_40_200_vs_control,-2.4534566402435303,0.008316715583616643,DOWN
other,shared_all_three,DTNA,PSNP_mix_40_200_vs_control,-4.022436618804932,0.00015543871270564893,DOWN
other,shared_all_three,DUSP6,PSNP_mix_40_200_vs_control,3.729161262512207,0.01380838758330217,UP
other,shared_all_three,EEPD1,PSNP_mix_40_200_vs_control,1.9758535623550415,2.2276509535456408e-05,UP
other,shared_all_three,EFHD2,PSNP_mix_40_200_vs_control,-1.0579936504364014,0.0021453541984523448,DOWN
other,shared_all_three,EIF4A3,PSNP_mix_40_200_vs_control,0.39716899394989014,0.0031879215350463083,UP
other,shared_all_three,EMR3,PSNP_mix_40_200_vs_control,5.408846378326416,5.375239520224459e-09,UP
other,shared_all_three,ENPP3,PSNP_mix_40_200_vs_control,2.906369686126709,1.4177978874573244e-21,UP
other,shared_all_three,EPB41L4A,PSNP_mix_40_200_vs_control,-0.3394106924533844,7.291005993963173e-11,DOWN
other,shared_all_three,F2R,PSNP_mix_40_200_vs_control,0.609118640422821,3.897982157191496e-09,UP
other,shared_all_three,F5,PSNP_mix_40_200_vs_control,0.5925852656364441,3.062688201307657e-10,UP
other,shared_all_three,FABP5,PSNP_mix_40_200_vs_control,-2.78855037689209,2.661242285999308e-09,DOWN
other,shared_all_three,FAM110B,PSNP_mix_40_200_vs_control,2.1696548461914062,2.8806384089242153e-07,UP
other,shared_all_three,FAM129B,PSNP_mix_40_200_vs_control,-1.6288713216781616,0.0373838339562499,DOWN
other,shared_all_three,FAM174B,PSNP_mix_40_200_vs_control,2.0623512268066406,1.6164252441594125e-07,UP
other,shared_all_three,FAM49A,PSNP_mix_40_200_vs_control,-2.812910318374634,1.8322816532760226e-10,DOWN
other,shared_all_three,FCGR3A,PSNP_mix_40_200_vs_control,0.672244131565094,1.6714518843735477e-10,UP
other,shared_all_three,FLT3,PSNP_mix_40_200_vs_control,-0.7702504992485046,5.7147641095847043e-05,DOWN
other,shared_all_three,GALM,PSNP_mix_40_200_vs_control,-1.245710849761963,4.6005608364807194e-06,DOWN
other,shared_all_three,GAS7,PSNP_mix_40_200_vs_control,-1.3831290006637573,3.236898270287684e-08,DOWN
other,shared_all_three,GPR97,PSNP_mix_40_200_vs_control,4.432522296905518,3.6766065642943174e-09,UP
other,shared_all_three,GPR98,PSNP_mix_40_200_vs_control,-1.9727284908294678,2.0391968162821414e-06,DOWN
other,shared_all_three,GSN,PSNP_mix_40_200_vs_control,-1.8390836715698242,1.7976611137444038e-12,DOWN
other,shared_all_three,GUCY1A3,PSNP_mix_40_200_vs_control,0.6357789635658264,2.025066334115754e-08,UP
other,shared_all_three,GZMB,PSNP_mix_40_200_vs_control,2.37064790725708,1.4958888992590615e-13,UP
other,shared_all_three,HDC,PSNP_mix_40_200_vs_control,2.964184045791626,0.045512241619084536,UP
other,shared_all_three,HDX,PSNP_mix_40_200_vs_control,-5.353048324584961,2.779400326180791e-29,DOWN
other,shared_all_three,HLA-DMB,PSNP_mix_40_200_vs_control,0.3391416370868683,5.6446195519732105e-08,UP
other,shared_all_three,HLA-DQA1,PSNP_mix_40_200_vs_control,-6.728525638580322,4.17562142438822e-18,DOWN
other,shared_all_three,HLA-DRA,PSNP_mix_40_200_vs_control,-5.006801128387451,1.0990129363280421e-07,DOWN
other,shared_all_three,HMOX1,PSNP_mix_40_200_vs_control,-4.450206756591797,2.1884735009975179e-10,DOWN
other,shared_all_three,HORMAD2,PSNP_mix_40_200_vs_control,1.379298448562622,1.549925288886962e-09,UP
other,shared_all_three,HRH4,PSNP_mix_40_200_vs_control,4.29522180557251,5.110359510868573e-15,UP
other,shared_all_three,HSDL2,PSNP_mix_40_200_vs_control,0.49089592695236206,0.020512894430479597,UP
other,shared_all_three,IL18RAP,PSNP_mix_40_200_vs_control,2.3633711338043213,1.2865705614535107e-06,UP
other,shared_all_three,IRF8,PSNP_mix_40_200_vs_control,-0.6254486441612244,3.967144012942562e-06,DOWN
other,shared_all_three,ITGA4,PSNP_mix_40_200_vs_control,-0.9298251867294312,0.0014534311110265818,DOWN
other,shared_all_three,ITGAM,PSNP_mix_40_200_vs_control,1.8912278413772583,1.6534543643929057e-09,UP
other,shared_all_three,ITGAV,PSNP_mix_40_200_vs_control,-0.9039027094841003,2.7241980962849194e-13,DOWN
other,shared_all_three,JAKMIP1,PSNP_mix_40_200_vs_control,1.3206506967544556,1.5453523626029766e-05,UP
other,shared_all_three,KIF14,PSNP_mix_40_200_vs_control,-2.08505916595459,2.779400326180791e-29,DOWN
other,shared_all_three,KIT,PSNP_mix_40_200_vs_control,0.506293535232544,5.831806531369195e-05,UP
other,shared_all_three,KLF5,PSNP_mix_40_200_vs_control,2.829338788986206,0.016299553214927973,UP
other,shared_all_three,KMO,PSNP_mix_40_200_vs_control,-1.708389163017273,1.8810308550313744e-09,DOWN
other,shared_all_three,KRT86,PSNP_mix_40_200_vs_control,-2.516409397125244,8.246142239001702e-08,DOWN
other,shared_all_three,KYNU,PSNP_mix_40_200_vs_control,-3.0805375576019287,0.0052828828384176635,DOWN
other,shared_all_three,L3MBTL4,PSNP_mix_40_200_vs_control,-3.1944565773010254,1.1753117235221465e-19,DOWN
other,shared_all_three,LDLRAD4,PSNP_mix_40_200_vs_control,0.9784106016159058,3.3835353456688852e-12,UP
other,shared_all_three,LIMD1-AS1,PSNP_mix_40_200_vs_control,0.6166390776634216,5.152849668553359e-08,UP
other,shared_all_three,LIN7A,PSNP_mix_40_200_vs_control,4.3137431144714355,3.135768528738768e-09,UP
other,shared_all_three,LINC00152,PSNP_mix_40_200_vs_control,-6.2664079666137695,2.699440780653722e-09,DOWN
other,shared_all_three,LINC01088,PSNP_mix_40_200_vs_control,0.9093937277793884,5.941315618987029e-11,UP
other,shared_all_three,LINC01146,PSNP_mix_40_200_vs_control,1.1563520431518555,2.386500988049888e-11,UP
other,shared_all_three,LPAR1,PSNP_mix_40_200_vs_control,-1.8604388236999512,0.009121644013219628,DOWN
other,shared_all_three,MARCH1,PSNP_mix_40_200_vs_control,0.8741145730018616,8.356597996194151e-31,UP
other,shared_all_three,MCU,PSNP_mix_40_200_vs_control,0.4261642098426819,0.0009516987357087207,UP
other,shared_all_three,MEF2C,PSNP_mix_40_200_vs_control,-2.1708014011383057,4.2016922580592816e-07,DOWN
other,shared_all_three,MEIS1,PSNP_mix_40_200_vs_control,-0.7406375408172607,1.8147626259348452e-23,DOWN
other,shared_all_three,MGLL,PSNP_mix_40_200_vs_control,-2.84468936920166,0.004344582246097684,DOWN
other,shared_all_three,MGST2,PSNP_mix_40_200_vs_control,-0.49078354239463806,8.464176879226776e-09,DOWN
other,shared_all_three,MICAL2,PSNP_mix_40_200_vs_control,-0.802635669708252,1.2318081978332924e-09,DOWN
other,shared_all_three,MOXD1,PSNP_mix_40_200_vs_control,-3.270476818084717,2.779400326180791e-29,DOWN
other,shared_all_three,MPZL1,PSNP_mix_40_200_vs_control,-2.314495325088501,0.044788404451063926,DOWN
other,shared_all_three,MSC,PSNP_mix_40_200_vs_control,-1.217572808265686,0.04501596707838126,DOWN
other,shared_all_three,MT1E,PSNP_mix_40_200_vs_control,-1.4827570915222168,2.708008805977229e-06,DOWN
other,shared_all_three,MYO1E,PSNP_mix_40_200_vs_control,-3.2492878437042236,3.6236051390191157e-12,DOWN
other,shared_all_three,MYOF,PSNP_mix_40_200_vs_control,-2.8430655002593994,0.009241864514641682,DOWN
other,shared_all_three,NAMPT,PSNP_mix_40_200_vs_control,1.7367937564849854,0.00016151222164389057,UP
other,shared_all_three,NETO2,PSNP_mix_40_200_vs_control,-1.765486717224121,2.3643394895019476e-22,DOWN
other,shared_all_three,NFIL3,PSNP_mix_40_200_vs_control,2.2362868785858154,0.005402277857999175,UP
other,shared_all_three,NFKBIZ,PSNP_mix_40_200_vs_control,-1.6745306253433228,6.388670616640174e-05,DOWN
other,shared_all_three,NKG7,PSNP_mix_40_200_vs_control,1.6018680334091187,1.4872250329640934e-09,UP
other,shared_all_three,NLRP12,PSNP_mix_40_200_vs_control,3.498612642288208,1.390250143999448e-17,UP
other,shared_all_three,NPTN,PSNP_mix_40_200_vs_control,-0.7286704182624817,0.0005172586287077207,DOWN
other,shared_all_three,NRIP3,PSNP_mix_40_200_vs_control,-1.3029968738555908,0.003395354104820939,DOWN
other,shared_all_three,NRP2,PSNP_mix_40_200_vs_control,-3.2846262454986572,0.015670550958016123,DOWN
other,shared_all_three,NRXN3,PSNP_mix_40_200_vs_control,1.379101276397705,5.152849668553359e-08,UP
other,shared_all_three,NTN1,PSNP_mix_40_200_vs_control,-3.0359411239624023,2.0787943810338747e-26,DOWN
other,shared_all_three,NXPH4,PSNP_mix_40_200_vs_control,0.9998559355735779,0.0001270739504117467,UP
other,shared_all_three,OSBPL5,PSNP_mix_40_200_vs_control,2.48679780960083,4.353002004858673e-08,UP
other,shared_all_three,P2RX7,PSNP_mix_40_200_vs_control,-0.4669405221939087,0.0024366872643339275,DOWN
other,shared_all_three,PARM1,PSNP_mix_40_200_vs_control,-0.2940751314163208,1.171532034653151e-10,DOWN
other,shared_all_three,PCED1B,PSNP_mix_40_200_vs_control,0.5398907661437988,1.5603998710760145e-10,UP
other,shared_all_three,PCSK5,PSNP_mix_40_200_vs_control,1.4651679992675781,7.983530280163718e-05,UP
other,shared_all_three,PHC2,PSNP_mix_40_200_vs_control,-3.9086427688598633,1.838948366324696e-08,DOWN
other,shared_all_three,PHLDB2,PSNP_mix_40_200_vs_control,1.1865053176879883,1.6101399703015256e-11,UP
other,shared_all_three,PILRA,PSNP_mix_40_200_vs_control,3.447049140930176,2.5062717057183777e-05,UP
other,shared_all_three,PKD2,PSNP_mix_40_200_vs_control,-0.6692648530006409,3.38179535584562e-13,DOWN
other,shared_all_three,PKP4,PSNP_mix_40_200_vs_control,-2.2836110591888428,2.1556577160663594e-10,DOWN
other,shared_all_three,PLXDC2,PSNP_mix_40_200_vs_control,3.1974189281463623,4.348251160668744e-06,UP
other,shared_all_three,PPIF,PSNP_mix_40_200_vs_control,-4.306164264678955,6.087800511639487e-09,DOWN
other,shared_all_three,PPM1H,PSNP_mix_40_200_vs_control,0.5168421268463135,4.8599667480606465e-05,UP
other,shared_all_three,PRF1,PSNP_mix_40_200_vs_control,-0.4370693266391754,0.0007851216851401246,DOWN
other,shared_all_three,PRRG2,PSNP_mix_40_200_vs_control,0.9744200706481934,5.941315618987029e-11,UP
other,shared_all_three,PTPN12,PSNP_mix_40_200_vs_control,-2.412001848220825,1.402609117789048e-09,DOWN
other,shared_all_three,PTPRM,PSNP_mix_40_200_vs_control,2.9665634632110596,1.0907657563035428e-12,UP
other,shared_all_three,PXDN,PSNP_mix_40_200_vs_control,1.050382137298584,7.251103141556156e-28,UP
other,shared_all_three,RAPH1,PSNP_mix_40_200_vs_control,-3.197334051132202,1.856897628865202e-23,DOWN
other,shared_all_three,RBM47,PSNP_mix_40_200_vs_control,-2.3574748039245605,0.040543200699105504,DOWN
other,shared_all_three,RGS16,PSNP_mix_40_200_vs_control,-1.993873119354248,0.00034021155689024126,DOWN
other,shared_all_three,RGS18,PSNP_mix_40_200_vs_control,6.048543930053711,7.291005993963173e-11,UP
other,shared_all_three,RIC8B,PSNP_mix_40_200_vs_control,0.2732500731945038,1.8602711617916318e-10,UP
other,shared_all_three,RN7SL1,PSNP_mix_40_200_vs_control,-8.144268035888672,0.00030474075073108777,DOWN
other,shared_all_three,RP11-157D23.2,PSNP_mix_40_200_vs_control,-2.7410829067230225,0.0003695641724301489,DOWN
other,shared_all_three,RP11-369K17.1,PSNP_mix_40_200_vs_control,3.995427131652832,5.018501625664028e-15,UP
other,shared_all_three,RP11-371F15.3,PSNP_mix_40_200_vs_control,0.9142149686813354,2.386500988049888e-11,UP
other,shared_all_three,RP11-444D3.1,PSNP_mix_40_200_vs_control,-1.8173493146896362,0.03301029443141348,DOWN
other,shared_all_three,RP11-461O7.1,PSNP_mix_40_200_vs_control,-1.0268957614898682,2.779400326180791e-29,DOWN
other,shared_all_three,RP11-467D6.1,PSNP_mix_40_200_vs_control,-0.7173749804496765,4.555702386113854e-07,DOWN
other,shared_all_three,RP11-519G16.3,PSNP_mix_40_200_vs_control,-2.669512987136841,0.011649736968293937,DOWN
other,shared_all_three,RP11-58G13.1,PSNP_mix_40_200_vs_control,-3.731360673904419,4.429280405968889e-26,DOWN
other,shared_all_three,RP11-644C3.1,PSNP_mix_40_200_vs_control,-0.5229475498199463,3.0994608586463233e-10,DOWN
other,shared_all_three,RP11-666A1.5,PSNP_mix_40_200_vs_control,0.7506710290908813,4.904604957348216e-30,UP
other,shared_all_three,RP11-712B9.2,PSNP_mix_40_200_vs_control,1.193928599357605,6.973652280804836e-06,UP
other,shared_all_three,RP5-884C9.2,PSNP_mix_40_200_vs_control,0.5742732882499695,1.516763276350858e-06,UP
other,shared_all_three,RP5-964N17.1,PSNP_mix_40_200_vs_control,-0.9551621675491333,3.110743901717372e-10,DOWN
other,shared_all_three,RPL13,PSNP_mix_40_200_vs_control,0.3537192940711975,1.5892614194296224e-06,UP
other,shared_all_three,RPL8,PSNP_mix_40_200_vs_control,0.41718411445617676,5.41975287067718e-07,UP
other,shared_all_three,RPLP0,PSNP_mix_40_200_vs_control,0.5273861289024353,2.75871128281644e-07,UP
other,shared_all_three,RPSA,PSNP_mix_40_200_vs_control,0.5621197819709778,1.3946069795609789e-08,UP
other,shared_all_three,RTN1,PSNP_mix_40_200_vs_control,-0.84409099817276,3.43950009445023e-13,DOWN
other,shared_all_three,RUNX2,PSNP_mix_40_200_vs_control,-2.7028167247772217,0.042007887293609006,DOWN
other,shared_all_three,RYR3,PSNP_mix_40_200_vs_control,2.215833902359009,0.0017903263847104647,UP
other,shared_all_three,SDC2,PSNP_mix_40_200_vs_control,-3.0408005714416504,0.00684125816109167,DOWN
other,shared_all_three,SEC24D,PSNP_mix_40_200_vs_control,-0.4753640294075012,3.357866016549867e-10,DOWN
other,shared_all_three,SH3RF1,PSNP_mix_40_200_vs_control,-1.4975225925445557,2.476004542887369e-23,DOWN
other,shared_all_three,SIPA1L3,PSNP_mix_40_200_vs_control,0.6113162636756897,0.0010629514387403439,UP
other,shared_all_three,SLC1A3,PSNP_mix_40_200_vs_control,-3.130460500717163,0.009241864514641682,DOWN
other,shared_all_three,SLC25A13,PSNP_mix_40_200_vs_control,-1.6653470993041992,1.030893202088922e-05,DOWN
other,shared_all_three,SLC4A8,PSNP_mix_40_200_vs_control,-1.0189799070358276,2.5041481440256235e-11,DOWN
other,shared_all_three,SLC7A5,PSNP_mix_40_200_vs_control,2.060375213623047,8.56505597650446e-05,UP
other,shared_all_three,SLCO5A1,PSNP_mix_40_200_vs_control,-2.0479555130004883,0.001418170850781104,DOWN
other,shared_all_three,SMCR5,PSNP_mix_40_200_vs_control,-3.4710776805877686,1.7447703044299123e-07,DOWN
other,shared_all_three,SMIM14,PSNP_mix_40_200_vs_control,-0.5075872540473938,1.5716306144530718e-06,DOWN
other,shared_all_three,SNED1,PSNP_mix_40_200_vs_control,0.9915026426315308,1.178879082104574e-10,UP
other,shared_all_three,SNORD3A,PSNP_mix_40_200_vs_control,1.1957215070724487,8.049387989744162e-08,UP
other,shared_all_three,SORBS1,PSNP_mix_40_200_vs_control,1.8649433851242065,1.682347424067554e-05,UP
other,shared_all_three,SOX4,PSNP_mix_40_200_vs_control,-0.3309043347835541,7.011144460762805e-07,DOWN
other,shared_all_three,SPECC1,PSNP_mix_40_200_vs_control,1.3802621364593506,0.004312968191704134,UP
other,shared_all_three,ST3GAL4,PSNP_mix_40_200_vs_control,-2.3138535022735596,3.6064088420620266e-22,DOWN
other,shared_all_three,ST3GAL6,PSNP_mix_40_200_vs_control,1.0247737169265747,0.01179898420146683,UP
other,shared_all_three,ST6GAL1,PSNP_mix_40_200_vs_control,0.6113394498825073,2.2804987951084632e-08,UP
other,shared_all_three,ST8SIA1,PSNP_mix_40_200_vs_control,0.8939590454101562,0.008434833897358364,UP
other,shared_all_three,STAP1,PSNP_mix_40_200_vs_control,2.406012773513794,0.005683742466247579,UP
other,shared_all_three,STXBP5-AS1,PSNP_mix_40_200_vs_control,1.9647607803344727,4.1832927651745756e-23,UP
other,shared_all_three,SYTL4,PSNP_mix_40_200_vs_control,-1.1882247924804688,1.9299046805354494e-07,DOWN
other,shared_all_three,TBC1D2B,PSNP_mix_40_200_vs_control,2.385223150253296,1.8886787961172484e-10,UP
other,shared_all_three,TCF4,PSNP_mix_40_200_vs_control,-1.7240806818008423,4.67632654637727e-13,DOWN
other,shared_all_three,TESK2,PSNP_mix_40_200_vs_control,1.0329384803771973,3.113800181982916e-06,UP
other,shared_all_three,TGFA,PSNP_mix_40_200_vs_control,2.156421422958374,8.53852068885238e-06,UP
other,shared_all_three,THSD7A,PSNP_mix_40_200_vs_control,3.6894359588623047,8.289110420088808e-12,UP
other,shared_all_three,TIMP3,PSNP_mix_40_200_vs_control,-2.6216537952423096,5.45099165456352e-09,DOWN
other,shared_all_three,TNFRSF13B,PSNP_mix_40_200_vs_control,-0.5922319889068604,1.1871776955118357e-27,DOWN
other,shared_all_three,TPRG1,PSNP_mix_40_200_vs_control,-2.2240164279937744,9.256854253551949e-08,DOWN
other,shared_all_three,TSHZ2,PSNP_mix_40_200_vs_control,0.4663988947868347,0.012380152254822252,UP
other,shared_all_three,TTC28,PSNP_mix_40_200_vs_control,-3.635181427001953,1.908638350977716e-22,DOWN
other,shared_all_three,UBTD1,PSNP_mix_40_200_vs_control,-0.8632150888442993,0.004833073220901976,DOWN
other,shared_all_three,WIPI1,PSNP_mix_40_200_vs_control,1.2142701148986816,0.001281971525600569,UP
other,shared_all_three,ZBTB16,PSNP_mix_40_200_vs_control,-1.6443618535995483,1.6684644848577855e-08,DOWN
other,shared_all_three,ZC2HC1A,PSNP_mix_40_200_vs_control,0.4000958204269409,3.5550229343849074e-23,UP
other,shared_all_three,ZEB1,PSNP_mix_40_200_vs_control,0.5899116396903992,4.871696009257029e-06,UP
other,shared_all_three,ZNF532,PSNP_mix_40_200_vs_control,-2.917419672012329,1.9955408099633644e-23,DOWN
other,shared_all_three,ZNF608,PSNP_mix_40_200_vs_control,2.8536314964294434,6.8816416059181944e-12,UP
other,shared_all_three,ZNF618,PSNP_mix_40_200_vs_control,2.0156917572021484,5.903385534317075e-06,UP
other,mix_only_emergent,ABCB4,PSNP_mix_40_200_vs_control,4.077019214630127,8.356597996194151e-31,UP
other,mix_only_emergent,ABI3,PSNP_mix_40_200_vs_control,1.0947062969207764,5.8049343596253426e-11,UP
other,mix_only_emergent,AC007879.5,PSNP_mix_40_200_vs_control,3.812730312347412,3.021726886473695e-10,UP
other,mix_only_emergent,AC008074.3,PSNP_mix_40_200_vs_control,-2.4505553245544434,6.805481899304164e-09,DOWN
other,mix_only_emergent,AC009313.1,PSNP_mix_40_200_vs_control,3.8317651748657227,0.0026143062237648095,UP
other,mix_only_emergent,AC015849.2,PSNP_mix_40_200_vs_control,0.8930800557136536,4.7828714542076916e-11,UP
other,mix_only_emergent,AC026188.1,PSNP_mix_40_200_vs_control,-2.349128484725952,1.5713956762308547e-09,DOWN
other,mix_only_emergent,AC097721.2,PSNP_mix_40_200_vs_control,-2.631232976913452,1.7958456175014544e-11,DOWN
other,mix_only_emergent,AC099344.1,PSNP_mix_40_200_vs_control,-0.9573918581008911,7.955596531945837e-28,DOWN
other,mix_only_emergent,AC144652.1,PSNP_mix_40_200_vs_control,2.1045010089874268,4.061941165214293e-26,UP
other,mix_only_emergent,ACOT11,PSNP_mix_40_200_vs_control,1.207437515258789,9.756796932139029e-10,UP
other,mix_only_emergent,ACSL4,PSNP_mix_40_200_vs_control,1.640333890914917,0.022295466997294355,UP
